X,Y,BUS_STOP_N,BUS_ROOF_N,LOC_DESC,lat,long
24505.9925,31991.7076,11079,B12,OPP BLK 95,1.237897724,103.869185
34163.3638,31099.008,91161,NIL,THE SEAFRONT,1.32523569,103.8611648
28921.4401,33249.2168,50069,B04,HOTEL ROYAL,1.2778293,103.8804847
33846.8925,37125.5202,63309,B03,OPP PAYA LEBAR GIRLS' SCH,1.322372431,103.9153162
39194.5962,35581.5374,75349,B24,THE CLEARWATER CONDO,1.37073555,103.901444
24107.8239,31603.9235,11161,B05,C'WEALTH STN,1.234296871,103.8657006
14087.46057,37090.03395,27479,B01,OPP CORPORATION PR SCH,1.143675185,103.9149919
43690.9958,39461.1729,98059,B10,AFT LOYANG WAY,1.411398056,103.936307
27997.58401,44296.90399,59049,B04,Opp Khatib Stn,1.269470533,103.9797517
39321.4381,32962.1472,94011,B07,EVERGREEN GDN,1.37188322,103.877907
25973.6451,28638.1629,14059,B09,BEF TELOK BLANGAH HTS,1.251170901,103.8390527
22889.6114,30792.6948,18081,B07,BLK 55,1.223279861,103.8584115
33195.14279,32468.02542,80259,B02,AFT CHEN LI PRESBY CH,1.316479274,103.8734661
27216.41428,33880.61269,40239,B07,AFT TANGLIN CC,1.262409538,103.8861578
32101.696,33868.1496,60229,B02,BLK 68,1.306590296,103.8860467
35704.6531,32567.2237,82141,NIL,AFT KOON SENG RD,1.339174376,103.8743578
25759.83181,28048.26066,14159,B08,BEF CHR COMMUNITY CHAPEL,1.249237254,103.8337522
34906.6016,39137.543,64041,B31,HOUGANG PLAZA,1.331955383,103.9333956
27492.0483,30334.6836,10239,B06,BLK 79,1.264902731,103.8542965
10985.0976,36670.1134,27211,NIL,LEE WEE NAM LIB,1.115618603,103.9112182
27847.9372,38157.8043,53359,B07,OPP AI TONG SCH,1.268119732,103.9245899
13688.5048,32950.6707,22061,B05,OPP COOLING SYS PTE LTD,1.140067989,103.8778
33311.9536,33020.8952,80091,B07,BEF LORONG 23 GEYLANG,1.317535584,103.8784339
8231.349401,31674.2733,24541,B04,OPP KEPPEL SHIPYARD,1.090715492,103.8663311
25585.9668,29891.0129,10441,B01,OPP BLK 44,1.247664825,103.8503098
44953.4932,41048.7207,99049,B22,CHANGI GOLF COURSE,1.422814923,103.9505731
25847.5275,42673.2808,48109,B03,OPP MENG SUAN RD,1.250027014,103.965162
12506.4058,36119.3732,27369,B03,BLK 834,1.129376913,103.9062702
12222.66849,37579.64518,27171,B02,BEF LOR DANAU,1.126810531,103.9193905
25867.2689,30718.9965,10319,B02,QUEENSTOWN SEC SCH,1.250208764,103.8577495
30207.1955,39756.662,54479,B15,BLK 538,1.289455451,103.938957
13958.2633,33809.1732,22019,B13,OPP JURONG BIRD PK,1.142507461,103.8855136
23529.4726,46768.4046,46391,B06,BLK 853,1.229061304,104.0019563
20946.909,31938.869,17129,B09,AFT NUS HIGH SCH,1.205710619,103.8687098
34009.5558,35051.3928,70141,B11,CITIMAX IND CPLX,1.323844048,103.8966791
13611.9767,37063.0364,27459,B01,BLK 273B,1.139375083,103.9147492
6654.2666,35307.2205,25479,B01,S'PORE EPSON IND,1.076452359,103.898972
31312.8645,39476.5874,54529,B04,OPP BLK 5093,1.29945482,103.9364408
20755.2393,33277.935,17229,B01,BLK 335,1.203977041,103.8807415
22934.5108,29488.7026,15091,B10,OPP NATL LEADERSHIP INST,1.223686,103.8466949
27720.8719,30730.5621,13121,B01,OPP GREAT WORLD CITY,1.2669721,103.8578536
30392.9852,39341.3787,54419,B01,OPP BLK 527,1.291135818,103.9352256
27153.52548,33831.50529,40231,B06,RAFFLES TOWN CLUB,1.261840803,103.8857165
19500.7632,45208.8714,45149,B02,BEF WOODLANDS RD,1.192628037,103.9879416
18847.7393,33029.8807,20329,B06,S'PORE FOOD IND,1.186726312,103.8785124
40183.46462,40229.95068,77089,B04A,BEF PASIR RIS DR 3,1.379676944,103.9432137
19293.6163,40017.4329,44421,B05,BLK 25,1.190756914,103.9412961
28205.678,45675.5676,59079,B09,YISHUN STN,1.271351719,103.9921395
12753.9943,39955.468,31079,B36,OPP CHINESE CEMY PATH 11,1.131614939,103.9407371
26775.3365,43618.506,57049,B06,OPP NEE SOON HQ 22 SIB,1.258417327,103.9736555
35220.124,35312.44199,71079,B05,COMFORT DRIVING CENTRE,1.33479193,103.8990251
12482.53958,37664.33256,27169,B01,BEF JLN BAHAR,1.129160691,103.9201515
30915.8148,30878.7313,2149,NIL,SUNTEC TWR THREE,1.295866027,103.8591852
43367.6932,36540.1126,97189,B08,SATS MAINTENANCE CTR 2,1.408475247,103.9100587
28183.8207,46741.5338,59221,B03,AFT LP 48,1.271153439,104.0017176
30923.5745,31744.4352,1229,B13,BEF SULTAN MQUE,1.295936111,103.866964
41139.8831,34635.2389,85109,B02,BEF BEDOK RD,1.388328247,103.8929413
21670.7101,33640.8505,12041,B03,AFT PANDAN VALLEY,1.21225618,103.8840025
38345.8488,32250.4322,93199,NIL,BEF SEASIDE RESIDENCES,1.363060452,103.8715116
40198.4448,33068.1165,94089,B14,CALVARY ABLY OF GOD CH,1.379814534,103.8788594
25121.19034,34321.01823,41069,B20,OPP CHINESE HIGH SCH,1.243460989,103.8901145
40179.22215,40109.0549,77209,B16,OPP BLK 601,1.379638627,103.9421273
33275.33769,40642.71806,66571,NIL,OPP BLK 998B,1.317202248,103.9469198
30664.7101,33428.6551,50331,B01,BLK 122,1.293594786,103.8820974
25764.039,30883.1288,10311,B01,OPP QUEENSTOWN SEC SCH,1.249275175,103.8592243
27192.5542,33249.1301,40219,B06,BEF MET YMCA,1.262193866,103.8804837
28865.6723,30537.596,13211,NIL,AFT UNITY ST,1.277325289,103.8561198
13483.5046,34607.074,22289,B03,BEF FAN YOONG RD,1.138213768,103.8926826
8391.739001,34186.2805,25171,B05,BECTON DICKINSON MEDICAL,1.092165667,103.8889009
12493.081,39550.824,31149,B35,OPP CCK CEMY OFFICE,1.129255465,103.9371014
12433.1757,39566.6287,31141,B36,CCK CEMY OFFICE,1.128713698,103.9372433
17215.8809,33720.5613,20241,B02,OPP BLK 54,1.171968242,103.8847179
42466.8611,38802.8031,78219,B01,OPP BLK 219,1.400327694,103.9303906
33754.3471,37735.1901,63229,B02,AFT BLK 207,1.321535296,103.9207944
27611.6497,28111.6358,14089,B06,OPP TG PAGAR DP BLK F5,1.265984449,103.8343217
22245.64579,46338.93439,46551,B02,BLK 101,1.21745111,103.9980968
27859.9848,30819.3864,13139,B05,THE COSMOPOLITAN,1.26823018,103.8586517
29882.7274,30729.4815,4143,B02,STAMFORD CT,1.286523162,103.8578441
23166.8817,35063.2212,42031,B39,THE TESSARINA,1.225786759,103.896783
21550.10171,47440.81129,46169,B05,SI LING SEC SCH,1.211160253,104.0079969
20882.1739,33049.6035,17249,B02,BLK355,1.205125028,103.8786899
25824.71964,32106.165,13029,B02,BEF TYERSALL AVE,1.249823817,103.8702136
44175.4929,41263.3304,99081,B08,SIA SPORTS CLUB,1.415778885,103.9525012
14384.3187,35024.2372,21511,B03,OPP AMOY CANNING,1.146360338,103.8964309
5695.092603,30902.4436,26441,NIL,BEF TUAS STH AVE 7,1.067778513,103.8593962
20242.897,32573.529,17141,B14,CLEMENTI STADIUM,1.199343699,103.8744122
38467.8818,34692.0447,84311,B06,BLK 521,1.364163624,103.8934512
17586.73308,39984.60447,45451,B02,BLK 293,1.175320488,103.9410006
13594.177,36493.7885,22411,B02,BLK 676B,1.139214249,103.9096345
18698.2246,40318.5876,44111,B09,OPP BLK 203,1.185372298,103.9440018
37027.84929,33429.13719,83201,B10,,1.351140746,103.8821028
28787.1432,46702.453,59201,B05,OPP CHONGFU PR SCH,1.276609676,104.0013668
25550.3529,30358.825,10211,B01,PORSCHE CTR S'PORE,1.247342714,103.8545133
28606.843,29334.1605,6029,B06,OUTRAM PK STN,1.274984601,103.8453065
17446.8795,40317.4062,44509,B06,BLK 442,1.174055585,103.9439907
38919.33942,37405.16331,75151,B03,OPP BLK 871A,1.368245703,103.9178305
25842.9186,30190.7445,10429,B05,BLK 54,1.249988588,103.853003
26116.79761,48265.07577,58349,B09,BLK 478,1.252459164,104.0154058
25857.6218,29956.8094,10431,B04,BT MERAH SKILLS DEV CTR,1.250121574,103.8509011
18978.3874,39553.802,44151,B02,OPP BT BATOK FIRE STN,1.187906258,103.9371303
42702.9282,38488.4403,98029,B04,OPP BLK 275,1.402462713,103.9275658
20186.3241,33329.8899,17009,INT,CLEMENTI TEMP INT,1.198831962,103.8812082
26855.5743,28746.3811,14031,B08,ST. THERESA'S CONVENT,1.259146759,103.840025
13400.16834,39394.68377,31161,B32,,1.137458891,103.9356988
18960.3181,33118.6951,20139,B16,OPP ANGLISS BLDG,1.187744422,103.8793104
34273.163,40977.4028,67299,B04,OPP BLK 303B,1.326226069,103.9499275
33306.0384,34434.5256,70151,B01,AFT JLN ANGGEREK,1.317481825,103.8911361
11459.8278,32225.265,23439,B12,OPP SML SHIPYARD LTD,1.119912691,103.871282
21545.3456,38874.0218,44359,NIL,BEF CHESTNUT AVE,1.211121132,103.9310232
35142.8127,40394.0141,65019,B02,THE RIVERVALE,1.334091101,103.9446858
18162.7967,40427.144,44481,B03,BLK 223,1.180530042,103.944977
27220.7529,29214.6883,10071,B05,BLK 111,1.262449292,103.8442329
23371.6235,48247.031,47041,B22,OPP WOODLANDS AUTO HUB,1.227632902,104.0152419
28604.81,41480.2728,55259,B06,OPP COUNTRYSIDE EST,1.274963377,103.9544436
29666.2474,29957.5298,5029,B01,BOAT QUAY,1.284565451,103.8509078
21125.64901,32380.72601,17091,B17,AFT CLEMENTI AVE 1,1.207327027,103.87268
24948.1044,49154.686,47821,B14,OPP SUMITOMO BAKELITE S'PORE,1.241889397,104.0233984
27389.1064,38376.5937,53081,B13,OPP FABER GDN,1.263970162,103.9265556
14608.16238,39456.68001,30019,B23,,1.148383539,103.9362562
15170.2744,36992.673,28409,B08,BLK 454,1.153467799,103.9141174
33904.47695,40152.69232,64461,B06,BLK 579,1.322892149,103.9425169
29755.21012,31076.23572,7509,B03,SMU,1.285369909,103.8609598
20489.2607,34149.9415,17409,NIL,HSE NO 90,1.201571475,103.8885765
36078.4474,33100.5645,83299,B05,AFT LOR G TELOK KURAU,1.342554753,103.8791502
32173.4817,36367.1978,62111,B09A,AFT SOMMERVILLE RD,1.307238924,103.9085018
27189.30602,33599.89333,40081,B17,OPP SCGS,1.262164431,103.8836354
35294.412,36965.445,73041,B13,ST AERO,1.335463319,103.9138783
24574.4622,32321.813,11081,B13,VIZ HOLLAND,1.238516898,103.8721511
13586.5541,36091.3871,22449,B02,BLK 685B,1.139145404,103.906019
26551.23499,33878.35181,41019,B14,AFT KHEAM HOCK ROAD,1.256393892,103.8861373
28284.7837,32589.0678,40171,B03,OPP ENV BLDG,1.272071706,103.874553
26419.227,27742.3521,14009,INT,HARBOURFRONT INT,1.255200594,103.8310035
28305.7328,35984.7726,51079,B24,OPP MACRITCHIE RESERVOIR,1.272260491,103.9050646
19850.7611,37342.1381,43231,B10,OPP THE PETALS CONDO,1.195796376,103.9172586
36009.52516,33707.73734,83109,B02,OPP EUNOS STN,1.341931336,103.884606
12819.75,32349.623,22099,B01,BEF JLN SAMULUN,1.132211347,103.8723995
24211.01149,47285.09948,46811,B01,BLK 726,1.235224578,104.0065993
39165.5864,37051.2263,75209,B02,BLK 882A CP,1.370472782,103.9146502
27317.179,28257.5372,14239,B08,OPP KEPPEL DP BLK 519,1.263321358,103.8356326
20490.0414,32269.7449,17131,B12,CLEMENTI FLYOVER,1.201578827,103.8716827
14611.11469,36506.36382,21449,B04,BOON LAY SHOP CTR,1.148411075,103.9097478
27131.7986,45203.4277,57071,B11,OPP KHATIB CAMP,1.261640224,103.9878966
34550.3628,32945.5329,81131,B10,OPP GRANDLINK SQ,1.328735328,103.8777569
13762.7394,45318.0097,33049,B14,AFT LIM CHU KANG LANE 3,1.140735454,103.9889193
28339.3778,33206.8563,40059,B04,CHANCERY CT,1.272565341,103.880104
38712.177,37021.24214,75031,B01,OPP SPRINGFIELD SEC SCH,1.366372322,103.9143806
30551.8653,41467.5625,55089,B37,AFT SUNRISE GDNS,1.292571828,103.9543302
37597.3979,31780.4209,93189,B18,OPP VICTORIA JC,1.356291793,103.8672881
30964.9025,36599.6737,66011,B09,AFT BRADDELL RD,1.296308906,103.9105904
25345.1363,32294.6612,11211,B05,AFT PEIRCE RD,1.245486609,103.8719072
39220.21187,37837.39789,75339,B03,BLK 734,1.370966542,103.9217145
18380.01291,46484.89736,49151,B04,KWONG MAW SAWMILL,1.182491727,103.9994061
29115.3835,30021.2807,6189,B02,CTRL SQ,1.279583627,103.8514806
32031.31465,34338.67327,60079,B01,MOM SVCS CTR,1.305953699,103.8902745
14129.97559,36866.87086,21381,B01,ST JOSEPH'S HOME,1.144059733,103.9129868
33897.91948,41448.45126,65809,NIL,ANCHOR GREEN PR SCH,1.322832303,103.95416
31559.7499,35020.4502,61089,B01,BET BLKS 138/144,1.301688889,103.8964005
17381.0691,39802.6745,44559,B01,BLK 483,1.1734606,103.9393658
29378.98435,45902.01875,59649,NIL,OPP BLK 333C,1.281962521,103.9941749
34765.00801,32778.17589,82091,B08,,1.330676529,103.8762532
42227.0069,38754.7428,78059,B04,BLK 210,1.39815856,103.9299586
18812.0069,44642.1277,49049,B08,SIM HUP CO,1.186399466,103.982849
24926.3712,30787.3631,11141,B09,QUEENSTOWN STN,1.241699608,103.8583637
17376.0417,37054.0416,43769,B15,AFT LP 37,1.173415966,103.9146693
38867.532,37933.0766,75379,B08,BEF TAMPINES AVE 5,1.367777003,103.9225741
18082.2798,36009.0258,28629,B08,BLK 266,1.179803195,103.90528
30442.2573,37928.4656,54609,B02,OPP TOWNSVILLE PRI SCH,1.291581897,103.92253
11894.5677,33391.5137,23219,B02,AFT REGENT MOTORS,1.123844174,103.8817606
28765.3044,45613.81,59351,B04,OPP BLK 322,1.276412799,103.9915849
29834.8341,36953.4349,53009,NIL,BISHAN INT,1.286088875,103.9137688
33689.1,38906.668,63339,B03,OPP BLK 615,1.320944829,103.9313207
14835.83,35143.6993,21529,B02,OPP GRANDLUXE,1.150443625,103.8975044
20970.3885,31432.2323,16159,B20,NUS FAC OF ENGRG,1.205923015,103.8641576
28411.5876,35391.6798,51051,B19,MEDIACORP,1.273217947,103.8997354
24517.0099,29263.9909,18011,B18,SP JAIN,1.237997581,103.8446758
29004.1942,30718.6772,13101,B06,OPP MOHD SULTAN RD,1.278578018,103.8577469
35518.2707,32828.3982,82151,B03,BEF JOO CHIAT PL,1.33748876,103.8767046
24537.6793,48805.4931,47071,B16,BEF BRITISH AMERICAN TOBACCO,1.238177901,104.0202605
30616.4584,31035.024,1629,B04,SHAW TWRS,1.293158739,103.8605896
24657.4841,29892.8995,11519,B15,OPP QUEENSWAY SHOP CTR,1.239267951,103.8503267
31623.2288,36825.1146,66409,B03,MELROSE,1.302262509,103.9126163
36493.2813,44232.8526,65129,B26,OPP LP 138,1.346302406,103.9791806
33804.3054,34505.6123,70171,B07,BLK 77,1.321987958,103.8917749
5338.657899,31035.5585,26451,NIL,BEF TUAS STH AVE 5,1.064555027,103.8605921
31359.3414,36248.5341,66061,B06,AFT BRADDELL FLYOVER,1.299876164,103.9074353
27245.7092,29817.5425,10161,B07,OPP TIONG BAHRU PLAZA,1.26267496,103.8496498
12384.2225,38336.008,31029,B07,OPP JLN BAHAR POWER STN,1.128271359,103.9261864
23785.7542,46960.2244,46401,B09,BLK 864,1.231378906,104.00368
43232.5742,39337.043,98121,B05,WESTINGHOUSE,1.407252312,103.9351914
31544.4482,35353.2854,61079,B06,BLK 121,1.301550429,103.8993912
36166.982,38362.763,64139,B12,LP 113,1.343354076,103.9264342
37233.7782,33292.8371,83199,B07,AFT FRANKEL DR,1.353003117,103.8808781
6895.916599,35106.0541,25501,B01,WEE WEE HUP KEE,1.078637798,103.8971646
30898.6061,30913.1276,2141,NIL,SUNTEC TWR TWO,1.295710395,103.8594943
34541.2478,38468.0849,63241,B17,BLK 21,1.328651495,103.9273801
39197.1807,35613.3562,75341,B23,OPP THE CLEARWATER CONDO,1.370758915,103.90173
26801.5353,29955.1699,10359,B01,BET BLKS 110/113,1.258657998,103.8508864
41636.6847,36045.2749,96171,B01,BET BLKS 227/228,1.392820784,103.9056117
29529.242,37410.076,53399,B02,BLK 202,1.283325077,103.9178718
33832.75714,41378.60099,65801,NIL,BLK 309D,1.32224303,103.9535323
37888.9109,33285.11181,83231,B05,,1.358927903,103.8808088
34550.2605,33187.235,81129,B01,BEF GEYLANG FIRE STN,1.328734362,103.8799287
25353.6549,29353.9749,14209,B04,AFT HEWLETT PACKARD,1.245563904,103.8454844
30639.7619,35146.0909,52319,B02,BLK 25,1.293368818,103.8975292
26801.4755,47293.6156,58399,B02,Opp Blk 303,1.25865172,104.0066774
27966.56,32243.552,9213,B05,THONG TECK BLDG,1.269193851,103.8714483
26066.7219,30660.8474,10329,B09,CRESCENT GIRLS' SCH,1.252012552,103.857227
44301.8895,41440.0495,99091,B06,BEF TURNHOUSE RD,1.416921885,103.9540892
28354.1988,39181.4872,54181,B01,BLK 258,1.272697835,103.9337882
39950.6034,40280.7561,77219,B18,OPP BLK 626,1.377571013,103.9436701
35134.5659,41394.4837,67189,B05,OPP BLK 241,1.334016094,103.9536756
25721.5713,30179.1124,10411,B01,OPP BLK 53,1.248891167,103.8528985
29398.6422,41165.0669,55229,B01,SMRT BUSES AMK DEPOT,1.282142634,103.9516117
27148.4476,27877.7556,14019,B11,OPP MT FABER LODGE,1.261795411,103.8322202
17886.4268,40776.5304,45239,B10,BET BLKS 306/307,1.178030524,103.9481161
28701.4668,35962.1413,51089,B01,BEF MARYMOUNT CON SCH,1.275839373,103.9048613
42511.8519,39457.9777,78131,B05,PASIR RIS PR SCH,1.400734321,103.9362778
29137.2901,28930.3816,5421,B04,AFT CRAIG RD,1.279781793,103.8416784
42946.76531,38519.51009,97129,B02,,1.404667874,103.9278451
31745.6645,39891.38901,54631,B10,OPP TYCO ELECTRONICS,1.303368748,103.9401681
40644.5236,35552.9809,84591,B08,SBS BEDOK BUS PK,1.383848173,103.9011878
29099.14391,28588.41607,5419,B03,THE AMARA,1.279436821,103.8386057
27662.7878,37931.3074,53361,B10,BLK 454,1.266445379,103.9225546
17741.5988,35610.3912,28311,B05,BLK 209,1.176722286,103.9016982
20525.1448,33386.3153,17219,B01,BLK 376,1.201896129,103.8817152
13162.5066,42298.1661,32119,NIL,AFT LP 96,1.135308514,103.9617861
27882.3327,38830.7291,56269,B18,OPP BLK 248,1.268430571,103.9306363
9404.429301,33536.4505,24229,B10,AFT GUL ST 3,1.101324195,103.8830625
34331.444,33560.2088,81221,B01,FOLEC TECH CTR,1.326755398,103.8832801
21581.1939,34335.7444,12081,B07,MAJU CAMP,1.211446502,103.8902462
26618.92808,30102.37228,10181,B11,BEF AL-RABITAH MQUE,1.257006553,103.852209
43866.78107,40215.89249,98161,B13,COMPOSITE TECH,1.412987479,103.9430889
13780.33,36076.7128,22481,nil,BLK 691A MULTI STOREY CP,1.14089785,103.9058872
34669.2505,33050.5348,82109,B16,CITY PLAZA,1.329810488,103.8787004
41646.5656,36277.6671,96269,B02,BLK 146,1.392910077,103.9076999
6686.137899,35304.1205,25471,B02,OPP S'PORE EPSON IND,1.076740593,103.8989441
28948.6335,34214.7338,50051,B09,THOMSON MED CTR,1.278075052,103.8891603
29435.8289,39020.528,54241,B17,BLK 700B,1.28247976,103.9323423
15792.0542,36976.4945,28511,B03,BLK 463,1.159090961,103.9139722
34913.2439,31195.6544,91131,NIL,PEACH GARDEN,1.33201733,103.8620333
38899.4352,32232.3464,93159,B24,CABLE SKI PK,1.368066891,103.8713492
32157.4607,40051.0735,66459,B05,AFT SEAGATE,1.30709282,103.9416031
25906.4096,30436.3492,10281,B07,SIS BLDG,1.250562761,103.8552099
41333.1931,36285.5452,96149,B03,SIMEI STN,1.390076049,103.9077706
34791.2482,34894.9618,70089,B04,HDB CP,1.330913429,103.8952737
19887.4265,32363.1338,17071,B11,BLK 513,1.196128975,103.8725218
32952.28607,35372.53112,70051,B04,AFT JOO SENG RD,1.314282405,103.8995644
25958.3005,28685.8415,14051,B10,AFT TELOK BLANGAH HTS,1.251032129,103.8394811
32191.4588,36008.2387,61049,B10,AFT BARTLEY RD,1.307401598,103.9052764
38519.0996,33726.4191,84139,B01,PANASONIC,1.364627021,103.8847744
29457.4672,45370.8821,59409,B07,EVANGEL FAMILY CH,1.282672587,103.9894025
24003.07,46442.93,46859,B02,BLK 608A,1.233344521,103.9990321
40889.1634,34626.8572,85059,B10,BEF JLN CHEMPAKA KUNING,1.386060831,103.8928659
16409.4812,37346.0432,28149,B08,BEF TRACK 22,1.164674656,103.9172927
34302.6537,36645.2739,62239,B07,OPP SCDF HOUGANG CAMP,1.32649431,103.9110011
17993.2447,33722.1187,20201,B01,TEBAN GDN PO,1.178998451,103.8847321
34319.8955,33524.0728,81229,B02,OPP FOLEC TECH CTR,1.326650964,103.8829554
14463.7565,36720.0509,21439,B02,BOON LAY CC,1.147078367,103.9116677
27945.1888,44971.0327,59331,B02,BLK 773,1.268996338,103.9858089
21306.91001,45481.8458,46369,B02,BLK 413,1.208962003,103.9903952
26233.48617,30398.67086,10271,B05,OPP TANGLIN VIEW,1.25352073,103.8548713
33374.6813,36384.59938,62031,B11,How Sun Park,1.318102136,103.9086585
22949.7364,33372.7973,11301,B12,HSE NO. 578,1.223823291,103.8815942
32132.8553,35629.4554,61031,B07,WOODLEIGH STN,1.306871705,103.9018728
21395.1838,39954.2003,44301,B01,OPP BLK 271,1.209762754,103.9407287
17804.0375,35635.0075,28319,B06,BLK 207,1.177286954,103.9019194
32668.51,39450.6592,66431,B03,OPP BLK 506A,1.31171479,103.9362083
14306.1754,36238.4465,21411,B02,OPP BLK 188,1.145653375,103.9073405
16551.0184,37221.2045,28131,B05,BEF TRACK 22,1.165954702,103.9161711
17580.94699,35403.314,28449,B04,BEF SEVENTH-DAY ADVENT CH,1.175269452,103.8998376
34970.4688,39146.9414,64049,B32,OPP HOUGANG PLAZA,1.332532971,103.9334801
29042.443,36346.5083,52011,B16,BEF BISHAN RD,1.278922941,103.9083151
32589.90043,37445.40453,63149,B02,S'GOON STADIUM,1.311004554,103.9181901
29320.7675,45772.9638,59391,B10,BLK 367,1.281436104,103.9930153
15740.90614,36627.7813,28601,B03,YUHUA SEC SCH,1.158628484,103.910839
27580.7135,45908.8758,59139,B21,AFT CHONG PANG CC,1.26569965,103.9942355
26336.2133,29318.0551,10331,B06,BEF BT MERAH CTRL,1.254449821,103.8451617
10770.7262,36496.9054,27221,B09,SCH OF CEE,1.113679943,103.9096619
44532.2609,41096.6348,99031,B19,OPP MARANATHA B-P CH,1.419005436,103.9510034
8567.131398,32697.2305,24681,B21,OPP JURONG INSP,1.093752075,103.8755222
43485.79801,39562.3617,98139,B08,,1.409542283,103.9372162
25955.206,48609.8422,58351,B12,Blk 483,1.250997576,104.0185035
36967.4748,39872.875,64189,B22,AFT OLD TAMPINES RD,1.350592877,103.9400038
27690.1338,31147.2058,13159,B01,BEF ZION FULL GOSPEL CH,1.266694077,103.8615973
27461.5198,32143.1563,9169,B20,DELFI ORCHARD,1.264626458,103.8705462
11384.9995,34326.5803,23141,B02,OPP VARCO,1.119235663,103.890162
26437.60712,30127.5492,10199,B12,DELTA SWIM CPLX,1.255366748,103.8524352
25162.178,31026.321,11499,B06,QUEENSTOWN PR SCH,1.243832141,103.8605108
23181.787,33003.42,11271,B13,AFT EAST SUSSEX LANE,1.225921934,103.8782753
42959.3132,36938.4973,97159,B02,VICOM VEH INSP CTR,1.404781887,103.9136384
31323.6429,37066.1798,66399,B01,LOR CHUAN STN,1.299553092,103.9147822
15621.1249,35713.3917,21621,B01,BLK 354,1.157545438,103.9026232
18924.7765,43908.306,49021,B03,WHYE HUP DEVT & CONSTRUCTION,1.187419663,103.9762557
9456.179099,32529.1038,24169,B10,BEF GUL CIRCLE,1.10179234,103.8740117
20073.88545,40060.72734,44029,B24,BT PANJANG STN,1.197813371,103.9416854
32875.1559,39851.7308,64119,B18,BLK 953,1.313583468,103.9398122
10833.1325,35933.8832,27231,B11,SCH OF COMMS STUDIES,1.114244452,103.9046032
34228.5117,40016.3284,64431,B02,BLK 568,1.325822654,103.9412917
19694.7751,45090.2297,45121,B29,OPP S'PORE TURF CLUB,1.194382667,103.9868757
40771.7139,39472.0928,77329,B01,BEF PASIR RIS ST 53,1.384997158,103.936404
41079.2285,39400.8568,77179,B03,PASIR RIS TOWN PK,1.387778233,103.935764
13298.6547,44363.2176,32081,B21,SG GEDONG CAMP,1.136538898,103.9803404
34367.3708,39814.9297,64361,B05,BLK 535,1.327078523,103.9394821
35039.7022,31860.3716,92169,B01,BEF KATONG PO,1.333160896,103.8680062
31169.32227,30198.42051,2101,B05,BEF TEMASEK AVE,1.298158715,103.8530724
30740.7999,30925.4547,80159,B02,SUNTEC CITY,1.29428325,103.859605
28903.9835,33307.6135,50061,B03,OPP HOTEL ROYAL,1.277671419,103.8810095
11365.7081,32672.4218,23251,B07,AFT SHIPYARD RD,1.11906145,103.8752996
23284.4678,33839.8632,11329,B09,REGENT VILLA,1.226850405,103.8857909
34109.3543,40363.3831,64621,B08,BLK 565,1.324744899,103.9444102
27693.2482,28122.6743,14081,B07,TG PAGAR DP BLK F5,1.266722397,103.8344208
35128.17473,31445.24709,82051,B02,TG KATONG RD STH P/G,1.33396106,103.8642761
36545.0683,33420.5789,83049,B08,BEF LOR 110 CHANGI,1.346774649,103.8820258
33633.1173,39619.4022,64471,B02,BLK 917,1.32043828,103.9377249
18808.8574,44554.1589,49041,B07,DHDECO PTE LTD,1.186371026,103.9820586
38709.01323,36972.37702,75039,B02,SPRINGFIELD SEC SCH,1.366343725,103.9139416
13899.1555,45671.1766,33059,B12,AFT LIM CHU KANG LANE 3A,1.141968975,103.9920926
28820.5675,44520.3372,59291,B03,BLK 666,1.276913167,103.9817597
26960.3692,31401.5619,13181,B05,AFT ONE TREE HILL,1.260094316,103.8638827
15589.3854,34065.0863,21029,B07,AFT CORPORATION PL,1.157258722,103.8878132
30528.5884,39055.0473,54281,B11,BLK 570,1.292362266,103.9326528
20219.9928,31225.386,17361,B15,OPP WEST COAST LINK,1.199136717,103.862299
30026.9401,30974.2976,4179,B03,NTUC INCOME CTR,1.287827349,103.8600439
23004.3475,30345.8453,18251,B05,OPP REUTERS,1.224317529,103.8543964
24078.34413,28491.87397,15151,B03,BAYANIHAN CTR,1.234030461,103.8377382
33718.73909,39767.27851,64609,B05,,1.321212555,103.9390537
31041.6815,29741.8985,3501,B01,MARINA BAYSANDS THEATRE,1.297004406,103.8489703
41847.3788,36599.8001,96121,B07,BLK 135,1.394726065,103.9105946
14901.2013,34350.5391,21479,B04,HUP LECK HEAVY EQUIPMENT,1.151034973,103.8903779
20404.896,37810.0615,43819,B02,HILLVIEW GREEN,1.200807642,103.9214631
18608.6999,45348.2212,49069,B12,TROPICAL FURNITURE LTD,1.184560482,103.9891932
21829.1167,31094.8255,18311,B05,BLK S12,1.213689088,103.8611261
33298.5595,36539.8241,62039,B12,Raya Gdn,1.317413675,103.9100532
18928.5366,31831.7559,29071,B10,GAS SVC INTL,1.187457171,103.8677472
26111.76501,33955.137,41029,B16,OPP BOTANIC GDNS STN,1.252419466,103.8868272
18865.0029,44239.9431,49031,B05,OPP CROWN ALLIANCE INDUSTRIES,1.186878936,103.9792354
22821.4385,29236.8658,15079,B11,AFT LOR SARHAD,1.222663423,103.844432
17960.5103,39799.9542,44099,B05,FORMER KEAT HONG CAMP,1.178700859,103.9393416
30095.2031,39413.0479,54409,B03,OPP BLK 522,1.28844276,103.9358694
